221483.4277,217541.3367,480.7289
221483.4384,217541.3517,480.7276
221483.3460,217541.2713,480.7459
221483.3992,217541.2718,480.7318
221483.3828,217541.2957,480.7305
221483.3894,217541.3122,480.7294
221483.4079,217541.3819,480.7289
221483.4164,217541.3977,480.7286
221483.3087,217541.1335,480.8695
221483.3753,217541.1866,480.7992
221483.2837,217541.0477,480.9556
221483.2905,217541.1019,480.9040
221483.2934,217541.1196,480.8856
221483.2871,217541.0653,480.9365
221483.2852,217541.0848,480.9207
221483.2806,217541.0108,480.9891
221483.2879,217541.0273,480.9703
221483.3416,217541.2541,480.7605
221483.4936,217541.5019,480.7276
221483.5994,217541.7132,480.7151
221483.6098,217541.6866,480.7222
221483.6114,217541.7048,480.7212
221483.5656,217541.7407,480.7193
221483.6927,217541.8566,480.7126
221483.6466,217541.7580,480.7104
221483.6478,217541.8929,480.7105
221483.7107,217541.8937,480.7122
221483.6939,217541.9193,480.7107
221482.9830,217540.4842,481.9776
221483.1691,217540.8220,481.2439
221483.2063,217540.8296,481.2174
221483.1948,217540.8515,481.1947
221483.1638,217540.8798,481.1803
221483.2939,217540.9876,481.0033
221483.1223,217540.7430,481.3750
221483.0854,217540.7357,481.4100
221483.1519,217540.7156,481.3951
221483.1511,217540.8091,481.2711
221483.2151,217540.9746,481.4015
221483.2672,217540.9025,481.4003
221483.0665,217540.4974,481.8515
221483.0568,217540.4631,481.9424
221483.0536,217540.4825,481.8986
221483.0126,217540.4943,481.9158
221483.0202,217540.4736,481.9598
221483.0401,217540.4489,481.9974
221483.0205,217540.5107,481.8685
221483.0800,217540.5305,481.8363
221483.0642,217540.5721,481.8376
221483.1091,217540.7275,481.8391
221483.0437,217540.6347,481.8380
221483.0798,217540.6613,481.8380
221483.1505,217540.7333,481.8393
221483.1566,217540.8436,481.8387
221483.1775,217540.8926,481.8395
221483.2644,217540.9766,481.8447
221483.3372,217541.1232,481.2276
221483.3057,217541.1712,481.2056
221483.2829,217541.1600,481.2123
221483.2807,217541.1419,481.2420
221483.3235,217541.1278,481.2087
221483.4095,217541.2486,481.1778
221483.4833,217541.3720,481.7974
221483.4697,217541.3768,481.7793
221483.9423,217542.3679,480.6925
221483.9292,217542.4115,480.6920
221483.9401,217542.4837,480.6919
221483.8582,217542.1918,480.8048
221483.7772,217542.2247,480.9580
221483.8318,217542.1833,480.9622
221483.8602,217542.1908,480.9467
221483.9853,217542.5994,480.5817
221483.9690,217542.6064,480.6158
221483.9843,217542.5998,480.5996
221483.9402,217542.5026,480.6921
221483.9657,217542.5884,480.6924
221482.9370,217540.3653,482.5812
221482.9771,217540.4486,482.0852
221482.9684,217540.4693,482.0323
221482.9871,217540.4267,482.1391
221482.9509,217540.4370,482.1569
221482.9781,217540.4108,482.2077
221482.9483,217540.4192,482.2255
221482.9835,217540.3712,482.3661
221482.9825,217540.3905,482.2794
221482.9629,217540.3960,482.2974
221482.9395,217540.4026,482.3155
221482.9992,217540.3480,482.4906
221482.9245,217540.3875,482.4565
221482.9368,217540.3842,482.4205
221482.9539,217540.3794,482.4023
221482.9645,217540.3765,482.3841
221482.9281,217540.3866,482.4386
221482.9164,217540.3709,482.6178
221482.9258,217540.3683,482.5993
221482.9505,217540.3615,482.5630
221482.9753,217540.3546,482.5270
221482.9838,217540.3523,482.5087
221482.9608,217540.3587,482.5450
221482.9754,217540.3355,482.7186
221482.9946,217540.3302,482.6464
221482.9812,217540.3339,482.6824
221482.9909,217540.3312,482.6645
221482.9799,217540.3342,482.7004
221482.9694,217540.3371,482.7364
221482.9557,217540.3407,482.8261
221482.9546,217540.3409,482.8620
221482.9613,217540.3392,482.7722
221482.9649,217540.3383,482.7544
221482.9569,217540.3404,482.8084
221482.9568,217540.3405,482.7903
221482.9554,217540.3407,482.8439
221482.9650,217540.3378,482.9509
221482.9601,217540.3393,482.8978
221482.9571,217540.3401,482.8797
221482.9661,217540.3375,482.9330
221482.9613,217540.3389,482.9153
221482.9703,217540.3362,482.9685
221482.9872,217540.3315,482.9859
221483.0069,217540.4402,482.0678
221483.0391,217540.4310,482.0499
221483.0032,217540.4594,482.0148
221483.0157,217540.4187,482.1214
221483.0041,217540.4035,482.1898
221483.0040,217540.3654,482.3482
221483.0045,217540.3844,482.2616
221482.9354,217540.3649,483.0646
221482.9437,217540.3625,483.0818
221482.9649,217540.3565,483.1165
221482.9190,217540.3696,483.0294
221482.9108,217540.3719,483.0119
221482.9277,217540.3671,483.0470
221482.9529,217540.3599,483.0991
221482.9829,217540.3514,483.1514
221482.9732,217540.3541,483.1338
221482.9996,217540.3466,483.1684
221482.9672,217540.3930,483.2092
221482.9563,217540.3770,483.2432
221482.9921,217540.3669,483.2765
221482.9723,217540.3725,483.2600
221482.9383,217540.4000,483.2991
221482.9326,217540.4025,483.3193
221482.9496,217540.3976,483.3358
221482.9671,217540.3927,483.3525
221482.9931,217540.3853,483.3686
221482.9619,217540.4129,483.4248
221482.9399,217540.4191,483.4082
221482.9890,217540.4051,483.4405
221482.9699,217540.4288,483.4990
221482.9883,217540.4422,483.5693
221482.9822,217540.4620,483.6250
221482.9545,217540.4519,483.5541
221482.9949,217540.4216,483.5148
221482.9841,217540.4802,483.6775
221482.9755,217540.5010,483.7246
221482.9875,217540.5347,483.8190
221483.0134,217540.3611,483.2037
221483.0123,217540.3612,483.2931
221483.0101,217540.3991,483.4569
221483.0134,217540.3795,483.3849
221483.0178,217540.4337,483.5850
221483.0152,217540.4158,483.5311
221483.0354,217540.4100,483.5474
221483.0459,217540.4623,483.7078
221483.0109,217540.4538,483.6405
221483.0474,217540.4432,483.6557
221483.0159,217540.4710,483.6926
221483.0098,217540.4910,483.7392
221483.0441,217540.4811,483.7547
221483.0434,217540.4997,483.7967
221483.0100,217540.5002,483.7490
221483.0212,217540.5249,483.8341
221483.0612,217540.5132,483.8478
221483.0052,217540.5108,483.7824
221483.0214,217540.5434,483.8744
221483.0184,217540.5813,483.9495
221483.0197,217540.5621,483.9109
221483.0603,217540.5501,483.9250
221483.0647,217540.5308,483.8881
221483.0594,217540.5692,483.9632
221483.0190,217540.5997,483.9867
